level,expression,reading
N1,液,えき
N1,淑やか,しとやか
N1,混同,こんどう
N1,混血,こんけつ
N1,添える,そえる
N1,清ます,すます
N1,清らか,きよらか
N1,清濁,せいだく
N1,清純,せいじゅん
N1,済ます,すます
N1,渚,なぎさ
N1,渡り鳥,わたりどり
N1,温和,おんわ
N1,湿気る,しける
N1,満たす,みたす
N1,満場,まんじょう
N1,満月,まんげつ
N1,源,みなもと
N1,準じる,じゅんじる
N1,準急,じゅんきゅう
N1,溜まり,たまり
N1,溝,どぶ
N1,溝,みぞ
N1,溶液,ようえき
N1,滅びる,ほろびる
N1,滅ぼす,ほろぼす
N1,滅亡,めつぼう
N1,滑らか,なめらか
N1,滑稽,こっけい
N1,滞る,とどこおる
N1,滞納,たいのう
N1,滲む,にじむ
N1,漁村,ぎょそん
N1,漁船,ぎょせん
N1,漂う,ただよう
N1,漏らす,もらす
N1,漏る,もる
N1,漏れる,もれる
N1,演じる,えんじる
N1,演ずる,えんずる
N1,演出,えんしゅつ
N1,漠然,ばくぜん
N1,漢語,かんご
N1,潜入,せんにゅう
N1,潜水,せんすい
N1,潤う,うるおう
N1,潮,しお
N1,澄ます,すます
N1,激励,げきれい
N1,濫用,らんよう
N1,濯ぐ,すすぐ
N1,濯ぐ,ゆすぐ
N1,灌漑,かんがい
N1,火星,かせい
N1,火花,ひばな
N1,災害,さいがい
N1,炭素,たんそ
N1,点検,てんけん
N1,点線,てんせん
N1,焚火,たきび
N1,無効,むこう
N1,無口,むくち
N1,無念,むねん
N1,無意味,むいみ
N1,無断,むだん
N1,無用,むよう
N1,無知,むち
N1,無礼,ぶれい
N1,無線,むせん
N1,無能,むのう
N1,無茶,むちゃ
N1,無茶苦茶,むちゃくちゃ
N1,無言,むごん
N1,無論,むろん
N1,無邪気,むじゃき
N1,無闇に,むやみに
N1,無難,ぶなん
N1,無駄遣い,むだづかい
N1,焦げ茶,こげちゃ
N1,焦る,あせる
N1,煌々と,こうこうと
N1,煙たい,けむたい
N1,煙る,けむる
N1,照り返す,てりかえす
N1,照合,しょうごう
N1,煩わしい,わずらわしい
N1,熱意,ねつい
N1,熱湯,ねっとう
N1,熱量,ねつりょう
N1,燃料,ねんりょう
N1,燃焼,ねんしょう
N1,爆弾,ばくだん
N1,爆破,ばくは
N1,片言,かたこと
N1,片～,かた～
N1,版画,はんが
N1,牧師,ぼくし
N1,物体,ぶったい
N1,物好き,ものずき
N1,物議,ぶつぎ
N1,物資,ぶっし
N1,物足りない,ものたりない
N1,特技,とくぎ
N1,特有,とくゆう
N1,特権,とっけん
N1,特派,とくは
N1,特産,とくさん
N1,特許,とっきょ
N1,特集,とくしゅう
N1,犠牲,ぎせい
N1,犯す,おかす
N1,独創,どくそう
N1,独占,どくせん
N1,独自,どくじ
N1,独裁,どくさい
N1,猛烈,もうれつ
N1,獣,けだもの
N1,獣,けもの
N1,獲得,かくとく
N1,獲物,えもの
N1,玄人,くろうと
N1,率いる,ひきいる
N1,玩具,がんぐ
N1,現像,げんぞう
N1,現地,げんち
N1,現行,げんこう
N1,球根,きゅうこん
N1,理屈,りくつ
N1,理性,りせい
N1,理論,りろん
N1,甘える,あまえる
N1,甘口,あまくち
N1,甚だ,はなはだ
N1,生かす,いかす
N1,生き甲斐,いきがい
N1,生まれつき,うまれつき
N1,生死,せいし
N1,生温い,なまぬるい
N1,生真面目,きまじめ
N1,生育,せいいく
N1,生臭い,なまぐさい
N1,生計,せいけい
N1,生身,なまみ
N1,産休,さんきゅう
N1,産出,さんしゅつ
N1,産婦人科,さんふじんか
N1,産後,さんご
N1,産物,さんぶつ
N1,用件,ようけん
N1,用品,ようひん
N1,用法,ようほう
N1,用紙,ようし
N1,田園,でんえん
N1,甲,こう
N1,申し入れる,もうしいれる
N1,申し出る,もうしでる
N1,申し分,もうしぶん
N1,申出,もうしで
N1,申込,もうしこみ
N1,畜生,ちくしょう
N1,畜産,ちくさん
N1,略奪,りゃくだつ
N1,略語,りゃくご
N1,異性,いせい
N1,異見,いけん
N1,異論,いろん
N1,異議,いぎ
N1,疑惑,ぎわく
N1,疲労,ひろう
N1,病む,やむ
N1,痛切,つうせつ
N1,痛感,つうかん
N1,発作,ほっさ
N1,発掘,はっくつ
N1,発生,はっせい
N1,発病,はつびょう
N1,発育,はついく
N1,発芽,はつが
N1,発言,はつげん
N1,発足,ほっそく
N1,登校,とうこう
N1,登録,とうろく
N1,白状,はくじょう
N1,皇居,こうきょ
N1,盛り上がる,もりあがる
N1,盛大,せいだい
N1,盛装,せいそう
N1,監視,かんし
N1,目下,もっか
N1,目付き,めつき
N1,目方,めかた
N1,目盛,めもり
N1,目覚しい,めざましい
N1,目覚める,めざめる
N1,目論見,もくろみ
N1,目途,めど
N1,目録,もくろく
N1,盲点,もうてん
N1,直感,ちょっかん
N1,直面,ちょくめん
N1,相場,そうば
N1,相対,そうたい
N1,相応,そうおう
N1,省みる,かえりみる
N1,眉,まゆ
N1,看護,かんご
N1,真っ二つ,まっぷたつ
N1,真ん丸い,まんまるい
N1,真ん円い,まんまるい
N1,真ん前,まんまえ
N1,真上,まうえ
N1,真下,ました
N1,真実,しんじつ
N1,真心,まごころ
N1,真珠,しんじゅ
N1,真相,しんそう
N1,眠たい,ねむたい
N1,眼球,がんきゅう
N1,眼科,がんか
N1,着工,ちゃっこう
N1,着席,ちゃくせき
N1,着手,ちゃくしゅ
N1,着目,ちゃくもく
N1,着色,ちゃくしょく
N1,着陸,ちゃくりく
N1,着飾る,きかざる
N1,瞬き,まばたき
N1,矢,や
N1,知性,ちせい
N1,知的,ちてき
N1,短大,たんだい
N1,短歌,たんか
N1,短気,たんき
N1,短波,たんぱ
N1,短縮,たんしゅく
N1,砂利,じゃり
N1,研ぐ,とぐ
N1,破壊,はかい
N1,破損,はそん
N1,破棄,はき
N1,破裂,はれつ
N1,碁盤,ごばん
N1,確保,かくほ
N1,確信,かくしん
N1,確定,かくてい
N1,確立,かくりつ
N1,社交,しゃこう
N1,社宅,しゃたく
N1,祈り,いのり
N1,祝賀,しゅくが
N1,神殿,しんでん
N1,神秘,しんぴ
N1,神聖,しんせい
N1,禁じる,きんじる
N1,禁物,きんもつ
N1,福祉,ふくし
N1,私有,しゆう
N1,私物,しぶつ
N1,秘書,ひしょ
N1,秩序,ちつじょ
N1,称する,しょうする
N1,移住,いじゅう
N1,移民,いみん
N1,移行,いこう
N1,税務署,ぜいむしょ
N1,種,しゅ
N1,種々,しゅじゅ
N1,稲光,いなびかり
N1,穂,ほ
N1,究極,きゅうきょく
N1,空しい,むなしい
N1,空ろ,うつろ
N1,空腹,くうふく
N1,空間,くうかん
N1,突く,つつく
N1,突っ張る,つっぱる
N1,突っ突く,つっつく
N1,突如,とつじょ
N1,突破,とっぱ
N1,窒息,ちっそく
N1,窮乏,きゅうぼう
N1,窮屈,きゅうくつ
N1,立ち去る,たちさる
N1,立ち寄る,たちよる
N1,立て替える,たてかえる
N1,立体,りったい
N1,立方,りっぽう
N1,立法,りっぽう
N1,竿,さお
N1,等級,とうきゅう
N1,筒,つつ
N1,箇条書,かじょうがき
N1,簡易,かんい
N1,簡潔,かんけつ
N1,簡素,かんそ
N1,籠もる,こもる
N1,粉々,こなごな
N1,粉末,ふんまつ
N1,粋,すい
N1,粘り,ねばり
N1,粘る,ねばる
N1,粥,かゆ
N1,精密,せいみつ
N1,納まる,おさまる
N1,納入,のうにゅう
N1,紛らわしい,まぎらわしい
N1,紛れる,まぎれる
N1,紛争,ふんそう
N1,紛失,ふんしつ
N1,素っ気無い,そっけない
N1,素早い,すばやい
N1,素朴,そぼく
N1,素材,そざい
N1,紡績,ぼうせき
N1,細やか,こまやか
N1,細工,さいく
N1,細胞,さいぼう
N1,細菌,さいきん
N1,紳士,しんし
N1,終始,しゅうし
N1,終日,しゅうじつ
N1,組み合わせる,くみあわせる
N1,組み込む,くみこむ
N1,経歴,けいれき
N1,経費,けいひ
N1,経路,けいろ
N1,経過,けいか
N1,結び,むすび
N1,結び付き,むすびつき
N1,結び付く,むすびつく
N1,結び付ける,むすびつける
N1,結合,けつごう
N1,結成,けっせい
N1,結晶,けっしょう
N1,結束,けっそく
N1,結核,けっかく
N1,絡む,からむ
N1,給う,たまう
N1,給仕,きゅうじ
N1,給食,きゅうしょく
N1,統制,とうせい
N1,統合,とうごう
N1,統治,とうち
N1,統率,とうそつ
N1,絶える,たえる
N1,絶版,ぜっぱん
N1,継目,つぎめ
N1,網,あみ
N1,綻びる,ほころびる
N1,緊急,きんきゅう
N1,総会,そうかい
N1,総合,そうごう
N1,緩む,ゆるむ
N1,緩める,ゆるめる
N1,緩やか,ゆるやか
N1,緩和,かんわ
N1,練る,ねる
N1,縁,へり
N1,縁側,えんがわ
N1,縁談,えんだん
N1,縮まる,ちぢまる
N1,繁栄,はんえい
N1,繁殖,はんしょく
N1,繁盛,はんじょう
N1,繊維,せんい
N1,織物,おりもの
N1,繕う,つくろう
N1,纏まり,まとまり
N1,纏め,まとめ
N1,罰,ばつ
N1,罵る,ののしる
N1,美,び
N1,美術,びじゅつ
N1,群がる,むらがる
N1,群衆,ぐんしゅう
N1,群集,ぐんしゅう
N1,義理,ぎり
N1,老いる,おいる
N1,老ける,ふける
N1,老衰,ろうすい
N1,考古学,こうこがく
N1,耐える,たえる
N1,耕作,こうさく
N1,耳鼻科,じびか
N1,耽る,ふける
N1,聖書,せいしょ
N1,聞き取り,ききとり
N1,聳える,そびえる
N1,聴覚,ちょうかく
N1,聴診器,ちょうしんき
N1,聴講,ちょうこう
N1,職務,しょくむ
N1,職員,しょくいん
N1,肉体,にくたい
N1,肉親,にくしん
N1,肝心,かんじん
N1,肝腎,かんじん
N1,股,もも
N1,育ち,そだち
N1,育成,いくせい
N1,背く,そむく
N1,背後,はいご
N1,背景,はいけい
N1,胴,どう
N1,脅かす,おびやかす
N1,脅す,おどす
N1,脅迫,きょうはく
N1,脆い,もろい
N1,脈,みゃく
N1,脚本,きゃくほん
N1,脚色,きゃくしょく
N1,脱する,だっする
N1,脱出,だっしゅつ
N1,脱退,だったい
N1,腐敗,ふはい
N1,腕前,うでまえ
N1,腫れる,はれる
N1,腸,ちょう
N1,腹立ち,はらだち
N1,腿,もも
N1,膨れる,ふくれる
N1,膨張,ぼうちょう
N1,臆病,おくびょう
N1,自ずから,おのずから
N1,自主,じしゅ
N1,自在,じざい
N1,自尊心,じそんしん
N1,自我,じが
N1,自立,じりつ
N1,自覚,じかく
N1,自転,じてん
N1,自首,じしゅ
N1,興じる,きょうじる
N1,興業,こうぎょう
N1,舗装,ほそう
N1,舞う,まう
N1,船舶,せんぱく
N1,良し,よし
N1,良好,りょうこう
N1,良心,りょうしん
N1,良識,りょうしき
N1,良質,りょうしつ
N1,色彩,しきさい
N1,芝,しば
N1,花びら,はなびら
N1,花壇,かだん
N1,花粉,かふん
N1,芸,げい
N1,苗,なえ
N1,若干,じゃっかん
N1,英字,えいじ
N1,英雄,えいゆう
N1,茎,くき
N1,茶の湯,ちゃのゆ
N1,茶の間,ちゃのま
N1,荒っぽい,あらっぽい
N1,荒らす,あらす
N1,荷,に
N1,荷造り,にづくり
N1,華々しい,はなばなしい
N1,華やか,はなやか
N1,華奢,きゃしゃ
N1,萎びる,しなびる
N1,落ち着き,おちつき
N1,落ち込む,おちこむ
N1,落下,らっか
N1,落葉,おちば
N1,著しい,いちじるしい
N1,著名,ちょめい
N1,著書,ちょしょ
N1,葬る,ほうむる
N1,蒸溜,じょうりゅう
N1,蓄積,ちくせき
N1,蔵,くら
N1,蔵相,ぞうしょう
N1,蕾,つぼみ
N1,薄弱,はくじゃく
N1,藁,わら
N1,蛋白質,たんぱくしつ
N1,蜂蜜,はちみつ
N1,蝶,ちょう
N1,融資,ゆうし
N1,融通,ゆうずう
N1,衆議院,しゅうぎいん
N1,行い,おこない
N1,行き違い,いきちがい
N1,行政,ぎょうせい
N1,行為,こうい
N1,行進,こうしん
N1,街道,かいどう
N1,街頭,がいとう
N1,衝撃,しょうげき
N1,衣装,いしょう
N1,衣類,いるい
N1,衰える,おとろえる
N1,装備,そうび
N1,装飾,そうしょく
N1,裏返し,うらがえし
N1,補充,ほじゅう
N1,補助,ほじょ
N1,補強,ほきょう
N1,補給,ほきゅう
N1,補足,ほそく
N1,裸足,はだし
N1,製法,せいほう
N1,製鉄,せいてつ
N1,裾,すそ
N1,複合,ふくごう
N1,褒美,ほうび
N1,襟,えり
N1,襲う,おそう
N1,襲撃,しゅうげき
N1,西日,にしび
N1,要する,ようする
N1,要因,よういん
N1,要望,ようぼう
N1,要請,ようせい
N1,覆す,くつがえす
N1,覆面,ふくめん
N1,見せびらかす,みせびらかす
N1,見せ物,みせもの
N1,見なす,みなす
N1,見合い,みあい
N1,見合わせる,みあわせる
N1,見地,けんち
N1,見晴らし,みはらし
N1,見渡す,みわたす
N1,見積もり,みつもり
N1,見習う,みならう
N1,見苦しい,みぐるしい
N1,見落とす,みおとす
N1,見計らう,みはからう
N1,見込み,みこみ
N1,見逃す,みのがす
N1,見通し,みとおし
N1,規定,きてい
N1,規格,きかく
N1,規模,きぼ
N1,規範,きはん
N1,規約,きやく
N1,視察,しさつ
N1,視野,しや
N1,覚え,おぼえ
N1,親しむ,したしむ
N1,親善,しんぜん
N1,親父,おやじ
N1,観点,かんてん
N1,観衆,かんしゅう
N1,観覧,かんらん
N1,角,つの
N1,解ける,ほどける
N1,解剖,かいぼう
N1,解除,かいじょ
N1,言い訳,いいわけ
N1,言付け,ことづけ
N1,言論,げんろん
N1,訂正,ていせい
N1,討論,とうろん
N1,討議,とうぎ
N1,記す,しるす
N1,記名,きめい
N1,記載,きさい
N1,記述,きじゅつ
N1,訪れる,おとずれる
N1,設ける,もうける
N1,設定,せってい
N1,設立,せつりつ
N1,設置,せっち
N1,許容,きょよう
N1,訴え,うったえ
N1,訴訟,そしょう
N1,診療,しんりょう
N1,証拠,しょうこ
N1,証言,しょうげん
N1,詐欺,さぎ
N1,試み,こころみ
N1,試みる,こころみる
N1,詫び,わび
N1,詰る,なじる
N1,該当,がいとう
N1,詳細,しょうさい
N1,誇る,ほこる
N1,誇張,こちょう
N1,認識,にんしき
N1,誘導,ゆうどう
N1,誘惑,ゆうわく
N1,語彙,ごい
N1,語源,ごげん
N1,誠,まこと
N1,誠に,まことに
N1,誠実,せいじつ
N1,誤る,あやまる
N1,誤差,ごさ
N1,説得,せっとく
N1,読み上げる,よみあげる
N1,課外,かがい
N1,調べ,しらべ
N1,調停,ちょうてい
N1,調印,ちょういん
N1,調和,ちょうわ
N1,調理,ちょうり
N1,論理,ろんり
N1,論議,ろんぎ
N1,諦め,あきらめ
N1,諸君,しょくん
N1,講習,こうしゅう
N1,講読,こうどく
N1,謝絶,しゃぜつ
N1,謹む,つつしむ
N1,警戒,けいかい
N1,警部,けいぶ
N1,議事堂,ぎじどう
N1,議案,ぎあん
N1,議決,ぎけつ
N1,議題,ぎだい
N1,譲歩,じょうほ
N1,護衛,ごえい
N1,豊作,ほうさく
N1,象徴,しょうちょう
N1,貝殻,かいがら
N1,負かす,まかす
N1,負債,ふさい
N1,負傷,ふしょう
N1,負担,ふたん
N1,財,ざい
N1,財政,ざいせい
N1,財源,ざいげん
N1,貧乏,びんぼう
N1,貧困,ひんこん
N1,貧弱,ひんじゃく
N1,貨幣,かへい
N1,貫く,つらぬく
N1,貫禄,かんろく
N1,責務,せきむ
N1,貯蓄,ちょちく
N1,貴い,とうとい
N1,貴族,きぞく
N1,費やす,ついやす
N1,賃金,ちんぎん
N1,賄う,まかなう
N1,資産,しさん
N1,資金,しきん
N1,賑わう,にぎわう
N1,賛美,さんび
N1,賜る,たまわる
N1,賠償,ばいしょう
N1,賢明,けんめい
N1,質疑,しつぎ
N1,質素,しっそ
N1,賭,かけ
N1,購入,こうにゅう
N1,購読,こうどく
N1,購買,こうばい
N1,赤らむ,あからむ
N1,赤字,あかじ
N1,走行,そうこう
N1,赴く,おもむく
N1,赴任,ふにん
N1,起伏,きふく
N1,起点,きてん
N1,超,ちょう
N1,趣,おもむき
N1,趣旨,しゅし
N1,足し算,たしざん
N1,跡継ぎ,あとつぎ
N1,踏まえる,ふまえる
N1,踏み込む,ふみこむ
N1,蹴飛ばす,けとばす
N1,身なり,みなり
N1,身の上,みのうえ
N1,身の回り,みのまわり
N1,身振り,みぶり
N1,身近,みぢか
N1,躾,しつけ
N1,躾ける,しつける
N1,軌道,きどう
N1,軍事,ぐんじ
N1,軍備,ぐんび
N1,軍服,ぐんぷく
N1,軍艦,ぐんかん
N1,軒並,のきなみ
N1,転じる,てんじる
N1,転ずる,てんずる
N1,転任,てんにん
N1,転勤,てんきん
N1,転回,てんかい
N1,転居,てんきょ
N1,転換,てんかん
N1,転落,てんらく
N1,軸,じく
N1,軽快,けいかい
N1,軽減,けいげん
N1,軽率,けいそつ
N1,軽蔑,けいべつ
N1,辛抱,しんぼう
N1,辞職,じしょく
N1,辟易,へきえき
N1,農地,のうち
N1,農場,のうじょう
N1,農耕,のうこう
N1,込める,こめる
N1,辿り着く,たどりつく
N1,辿る,たどる
N1,迅速,じんそく
N1,近眼,きんがん
N1,近郊,きんこう
N1,返済,へんさい
N1,返答,へんとう
N1,返還,へんかん
N1,迫害,はくがい
N1,追い出す,おいだす
N1,追い込む,おいこむ
N1,追及,ついきゅう
N1,追放,ついほう
N1,追跡,ついせき
N1,退化,たいか
N1,退治,たいじ
N1,退職,たいしょく
N1,送金,そうきん
N1,逃げ出す,にげだす
N1,逃す,のがす
N1,逃れる,のがれる
N1,逃亡,とうぼう
N1,逃走,とうそう
N1,逆立ち,さかだち
N1,逆転,ぎゃくてん
N1,途上,とじょう
N1,途絶える,とだえる
N1,通常,つうじょう
N1,造り,つくり
N1,連なる,つらなる
N1,連ねる,つらねる
N1,連中,れんちゅう
N1,連休,れんきゅう
N1,連帯,れんたい
N1,連日,れんじつ
N1,連盟,れんめい
N1,連邦,れんぽう
N1,進み,すすみ
N1,進出,しんしゅつ
N1,進化,しんか
N1,進呈,しんてい
N1,進展,しんてん
N1,進度,しんど
N1,遂げる,とげる
N1,遅くとも,おそくとも
N1,遅らす,おくらす
N1,遊牧,ゆうぼく
N1,運命,うんめい
N1,運営,うんえい
N1,運搬,うんぱん
N1,運用,うんよう
N1,運賃,うんちん
N1,運輸,うんゆ
N1,運送,うんそう
N1,過ち,あやまち
N1,過労,かろう
N1,過密,かみつ
N1,過疎,かそ
N1,道場,どうじょう
N1,達成,たっせい
N1,達者,たっしゃ
N1,違える,ちがえる
N1,遠ざかる,とおざかる
N1,遠回り,とおまわり
N1,遠方,えんぽう
N1,遥か,はるか
N1,適宜,てきぎ
N1,適応,てきおう
N1,適性,てきせい
N1,遭難,そうなん
N1,遮る,さえぎる
N1,遺跡,いせき
N1,避ける,よける
N1,避難,ひなん
N1,還元,かんげん
N1,還暦,かんれき
N1,邸宅,ていたく
N1,部下,ぶか
N1,部門,ぶもん
N1,郷土,きょうど
N1,郷愁,きょうしゅう
N1,郷里,きょうり
N1,配偶者,はいぐうしゃ
N1,配分,はいぶん
N1,配列,はいれつ
N1,配布,はいふ
N1,配慮,はいりょ
N1,配給,はいきゅう
N1,配置,はいち
N1,酪農,らくのう
N1,酸,さん
N1,重んじる,おもんじる
N1,重んずる,おもんずる
N1,重宝,ちょうほう
N1,重複,じゅうふく
N1,重複,ちょうふく
N1,野外,やがい
N1,野心,やしん
N1,野生,やせい
N1,金槌,かなづち
N1,釣り鐘,つりがね
N1,鈍る,にぶる
N1,鈍感,どんかん
N1,鉄棒,てつぼう
N1,鉄鋼,てっこう
N1,鉛,なまり
N1,鉱山,こうざん
N1,鉱業,こうぎょう
N1,錯誤,さくご
N1,鍛える,きたえる
N1,長々,ながなが
N1,長官,ちょうかん
N1,長編,ちょうへん
N1,閉口,へいこう
N1,閉鎖,へいさ
N1,開催,かいさい
N1,開拓,かいたく
N1,開発,かいはつ
N1,間柄,あいだがら
N1,関与,かんよ
N1,関税,かんぜい
N1,閲覧,えつらん
N1,闇,やみ
N1,防火,ぼうか
N1,防衛,ぼうえい
N1,阻む,はばむ
N1,阻止,そし
N1,降水,こうすい
N1,限定,げんてい
N1,陣,じん
N1,除外,じょがい
N1,陰気,いんき
N1,陳列,ちんれつ
N1,陶器,とうき
N1,階層,かいそう
N1,階級,かいきゅう
N1,隔たる,へだたる
N1,隔週,かくしゅう
N1,障る,さわる
N1,隠居,いんきょ
N1,雄,おす
N1,集計,しゅうけい
N1,雌,めす
N1,雑,ざつ
N1,雑木,ぞうき
N1,雑談,ざつだん
N1,雑貨,ざっか
N1,雛,ひな
N1,雛祭,ひなまつり
N1,雨具,あまぐ
N1,雨天,うてん
N1,雪崩,なだれ
N1,雫,しずく
N1,電源,でんげん
N1,震わせる,ふるわせる
N1,霞む,かすむ
N1,霰,あられ
N1,露骨,ろこつ
N1,青春,せいしゅん
N1,静止,せいし
N1,静的,せいてき
N1,非難,ひなん
N1,面する,めんする
N1,面会,めんかい
N1,面目,めんぼく
N1,面目,めんもく
N1,革命,かくめい
N1,革新,かくしん
N1,鞠,まり
N1,音色,ねいろ
N1,預金,よきん
N1,頑丈,がんじょう
N1,頑固,がんこ
N1,領土,りょうど
N1,領地,りょうち
N1,領域,りょういき
N1,領海,りょうかい
N1,頭,かしら
N1,頻繁,ひんぱん
N1,題する,だいする
N1,顎,あご
N1,顔付き,かおつき
N1,願書,がんしょ
N1,類,るい
N1,類似,るいじ
N1,類推,るいすい
N1,顧みる,かえりみる
N1,風俗,ふうぞく
N1,風土,ふうど
N1,風習,ふうしゅう
N1,風車,ふうしゃ
N1,食い違う,くいちがう
N1,飲み込む,のみこむ
N1,飼育,しいく
N1,飽和,ほうわ
N1,養う,やしなう
N1,養護,ようご
N1,首脳,しゅのう
N1,首輪,くびわ
N1,首飾り,くびかざり
N1,香辛料,こうしんりょう
N1,馴々しい,なれなれしい
N1,駄作,ださく
N1,駆けっこ,かけっこ
N1,駆け足,かけあし
N1,騒動,そうどう
N1,驚異,きょうい
N1,骨董品,こっとうひん
N1,高原,こうげん
N1,高尚,こうしょう
N1,魂,たましい
N1,鮮やか,あざやか
N1,鳥居,とりい
N1,麻,あさ
N1,麻痺,まひ
N1,麻酔,ますい
N1,黄金,おうごん
N1,黒字,くろじ
N1,～きり,～きり
N1,～どころか,～どころか
N1,～なんか,～なんか
N1,～まみれ,～まみれ
N1,～光,～こう
N1,～割,～わり
N1,～合せ,～あわせ
N1,～味,～み
N1,～営,～えい
N1,～増し,～増し
N1,～嬢,～じょう
N1,～宗,～しゅう
N1,～宛,～あて
N1,～寄り,～より
N1,～心,～しん
N1,～掛け,～かけ
N1,～油,～ゆ
N1,～派,～は
N1,～狂,～きょう
N1,～画,～かく
N1,～界,～かい
N1,～症,～しょう
N1,～網,～もう
N1,～署,～しょ
N1,～著,～ちょ
N1,～薬,～やく
N1,～街,～がい
N1,～証,～しょう
N2,(かさを～) さす,(かさを～) さす
N2,×,ばつ
N2,〜 (まる) ごと,〜 (まる) ごと
N2,〜(日本) 式,～(にほん) しき
N2,あいまい,あいまい
N2,あくび,あくび
N2,あちらこちら,あちらこちら
N2,あふれる,あふれる
N2,あぶる,あぶる
N2,あれこれ,あれこれ
N2,いきなり,いきなり
N2,いちいち,いちいち
N2,いってきます,いってきます
N2,いってまいります,いってまいります
N2,いよいよ,いよいよ
N2,うどん,うどん
N2,うなずく,うなずく
N2,うろうろ,うろうろ
N2,うんと,うんと
N2,ええと,ええと
N2,おおざっぱ,おおざっぱ
N2,おかけください,おかけください
N2,おかげさまで,おかげさまで
N2,おかず,おかず
N2,おかまいなく,おかまいなく
N2,おはよう,おはよう
N2,おまちどおさま,おまちどおさま
N2,おめでたい,おめでたい
N2,おやつ,おやつ
N2,お世話になりました,おせわになりました
N2,お代わり,おかわり
N2,お休み,おやすみ
N2,お元気で,おげんきで
N2,お先に,おさきに
N2,お出掛け,おでかけ
N2,お参り,おまいり
N2,お大事に,おだいじに
N2,お帰り,おかえり
N2,お待たせしました,おまたせしました
N2,お待ちください,おまちください
N2,お手伝いさん,おてつだいさん
N2,お気の毒に,おきのどくに
N2,お邪魔します,おじゃまします
N2,お願いします,おねがいします
N2,かしこまりました,かしこまりました
N2,かじる,かじる
N2,かび (～がはえる),かび (～がはえる)
N2,からかう,からかう
N2,かるた,かるた
N2,きっかけ,きっかけ
N2,ぎっしり,ぎっしり
N2,くしゃみ,くしゃみ
N2,くたびれる,くたびれる
N2,くだらない,くだらない
N2,くっつく,くっつく
N2,くっつける,くっつける
N2,くどい,くどい
N2,くるむ,くるむ
N2,くれぐれも,くれぐれも
N2,こうして,こうして
N2,こしらえる,こしらえる
N2,こちらこそ,こちらこそ
N2,こっそり,こっそり
N2,こないだ,こないだ
N2,こんばんは,こんばんは
N2,ごちそうさま,ごちそうさま
N2,ごめんください,ごめんください
N2,ご苦労様,ごくろうさま
N2,さっさと,さっさと
N2,さようなら,さようなら
N2,さわやか,さわやか
N2,しいんと (する),しいんと (する)
N2,しっぽ,しっぽ
N2,しつこい,しつこい
N2,しつれいしました (かん),しつれいしました (かん)
N2,しびれる,しびれる
N2,しぼむ,しぼむ
N2,しみじみ,しみじみ
N2,しめた (かん),しめた (かん)
N2,しゃがむ,しゃがむ
N2,しゃっくり,しゃっくり
N2,しゃぶる,しゃぶる
N2,しょうがない,しょうがない
N2,しわ (かおの～),しわ (かおの～)
N2,じゃんけん,じゃんけん
N2,じゅうたん (カーペット),じゅうたん (カーペット)
N2,すっきり,すっきり
N2,すまない,すまない
N2,ずうっと,ずうっと
N2,ずらす,ずらす
N2,ずらり,ずらり
N2,せっせと,せっせと
N2,せめて,せめて
N2,ぜひとも,ぜひとも
N2,そういえば,そういえば
N2,そうっと,そうっと
N2,そそっかしい,そそっかしい
N2,そのころ,そのころ
N2,そのため,そのため
N2,その他,そのほか
N2,それなのに,それなのに
N2,それなら,それなら
N2,それはいけませんね (かん),それはいけませんね (かん)
N2,ただいま,ただいま
N2,たちまち,たちまち
N2,ためらう,ためらう
N2,たんす,たんす
N2,だいいち (とりわけ),だいいち (とりわけ)
N2,だらしない,だらしない
N2,ちぎる,ちぎる
N2,ついで,ついで
N2,つまずく,つまずく
N2,でたらめ,でたらめ
N2,とっくに,とっくに
N2,ともかく,ともかく
N2,どういたしまして (かん),どういたしまして (かん)
N2,どうせ,どうせ
N2,どきどき,どきどき
N2,どっと,どっと
N2,なにしろ,なにしろ
N2,なんとなく,なんとなく
N2,なんとも,なんとも
N2,にこにこ,にこにこ
N2,ねじ,ねじ
N2,のこぎり,のこぎり
N2,のろのろ,のろのろ
N2,はい (かん),はい (かん)
N2,はきはき,はきはき
N2,はじめまして,はじめまして
N2,はめる,はめる
N2,ばからしい,ばからしい
N2,ばね,ばね
N2,ひとまず,ひとまず
N2,ひとりでに,ひとりでに
N2,ひゃっかじてん,ひゃっかじてん
N2,ぴかぴか,ぴかぴか
N2,ぴたり,ぴたり
N2,ふざける,ふざける
N2,ふわふわ,ふわふわ
N2,ぶつぶつ,ぶつぶつ
N2,ぶらさげる,ぶらさげる
N2,へそ,へそ
N2,ほんの～,ほんの～
N2,ぼろ,ぼろ
N2,まあまあ,まあまあ
N2,まごまご,まごまご
N2,またぐ,またぐ
N2,まぶた,まぶた
N2,みじめ,みじめ
N2,みっともない,みっともない
N2,めちゃくちゃ,めちゃくちゃ
N2,めっきり,めっきり
N2,めでたい,めでたい
N2,めまい,めまい
N2,もしかしたら,もしかしたら
N2,もたれる,もたれる
N2,やかましい,やかましい
N2,やかん,やかん
N2,やたらに,やたらに
N2,やっつける,やっつける
N2,やっぱり,やっぱり
N2,やむをえない,やむをえない
N2,よこす,よこす
N2,ろうそく,ろうそく
N2,アイデア; アイディア,アイデア; アイディア
